StateAb,DivisionID,DivisionNm,FromCandidateID,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateID,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
QLD,176,Rankin,37201,AJP,Animal Justice Party,CLARKE,Suzanne,5,37263,ALP,Australian Labor Party,CHALMERS,Jim,6,1360,59.54
QLD,176,Rankin,37201,AJP,Animal Justice Party,CLARKE,Suzanne,5,37491,LNP,Liberal National Party of Queensland,DARWEN,Paul,1,924,40.46
QLD,177,Ryan,0,NA,NA,First Preferences,NA,0,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,30003,43.97
QLD,177,Ryan,0,NA,NA,First Preferences,NA,0,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,38239,56.03
QLD,177,Ryan,36016,UAPP,United Australia Party,POLLARD,Kathryn,1,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,891,43.21
QLD,177,Ryan,36016,UAPP,United Australia Party,POLLARD,Kathryn,1,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,1171,56.79
QLD,177,Ryan,37291,LDP,Liberal Democrats,COORY,Damian,2,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,685,26.53
QLD,177,Ryan,37291,LDP,Liberal Democrats,COORY,Damian,2,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,1897,73.47
QLD,177,Ryan,37580,AUP,Australian Progressives,REES,Janine,3,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,481,79.37
QLD,177,Ryan,37580,AUP,Australian Progressives,REES,Janine,3,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,125,20.63
QLD,177,Ryan,38236,ON,Pauline Hanson's One Nation,LOVE,Joel,4,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,752,33.62
QLD,177,Ryan,38236,ON,Pauline Hanson's One Nation,LOVE,Joel,4,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,1485,66.38
QLD,177,Ryan,37202,AJP,Animal Justice Party,LIPMAN,Jina,5,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,824,75.74
QLD,177,Ryan,37202,AJP,Animal Justice Party,LIPMAN,Jina,5,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,264,24.26
QLD,177,Ryan,37271,ALP,Australian Labor Party,COSSAR,Peter,7,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,18496,83.52
QLD,177,Ryan,37271,ALP,Australian Labor Party,COSSAR,Peter,7,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,3650,16.48
QLD,177,Ryan,37767,CYA,Australian Federation Party,DANCOISNE,Axel,9,37370,GRN,Queensland Greens,WATSON-BROWN,Elizabeth,6,154,43.63
QLD,177,Ryan,37767,CYA,Australian Federation Party,DANCOISNE,Axel,9,37496,LNP,Liberal National Party of Queensland,SIMMONDS,Julian,8,199,56.37
QLD,178,Wide Bay,0,NA,NA,First Preferences,NA,0,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,20345,32.84
QLD,178,Wide Bay,0,NA,NA,First Preferences,NA,0,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,41601,67.16
QLD,178,Wide Bay,37685,IND,Independent,JACOBI,Kelli,1,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,1896,46.18
QLD,178,Wide Bay,37685,IND,Independent,JACOBI,Kelli,1,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,2210,53.82
QLD,178,Wide Bay,38238,ON,Pauline Hanson's One Nation,BUCKLEY,Nathan,2,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,2925,29.95
QLD,178,Wide Bay,38238,ON,Pauline Hanson's One Nation,BUCKLEY,Nathan,2,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,6840,70.05
QLD,178,Wide Bay,36019,UAPP,United Australia Party,BENNETT,Tracy,3,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,1313,29.8
QLD,178,Wide Bay,36019,UAPP,United Australia Party,BENNETT,Tracy,3,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,3093,70.2
QLD,178,Wide Bay,37371,GRN,Queensland Greens,ARMSTRONG,Craig,4,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,7399,81.42
QLD,178,Wide Bay,37371,GRN,Queensland Greens,ARMSTRONG,Craig,4,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,1689,18.58
QLD,178,Wide Bay,37684,CYA,Australian Federation Party,WOODWARD,John,6,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,223,44.51
QLD,178,Wide Bay,37684,CYA,Australian Federation Party,WOODWARD,John,6,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,278,55.49
QLD,178,Wide Bay,32076,IND,Independent,JEROME,Tim,7,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,1445,52.8
QLD,178,Wide Bay,32076,IND,Independent,JEROME,Tim,7,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,1292,47.2
QLD,178,Wide Bay,37375,AUVA,Australian Values Party,WILLIAMS,Daniel,9,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,488,46.17
QLD,178,Wide Bay,37375,AUVA,Australian Values Party,WILLIAMS,Daniel,9,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,569,53.83
QLD,178,Wide Bay,37163,IMO,Informed Medical Options Party,NEWLAND,Andrea,10,37269,ALP,Australian Labor Party,WILLIAMS,Geoff,8,961,45.83
QLD,178,Wide Bay,37163,IMO,Informed Medical Options Party,NEWLAND,Andrea,10,37506,LNP,Liberal National Party of Queensland,O'BRIEN,Llew,5,1136,54.17
QLD,316,Wright,0,NA,NA,First Preferences,NA,0,37270,ALP,Australian Labor Party,McCREADIE,Pam,5,22643,33.11
QLD,316,Wright,0,NA,NA,First Preferences,NA,0,37500,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,1,45753,66.89
QLD,316,Wright,36014,UAPP,United Australia Party,DUFFILL,Cassandra Deanne,2,37270,ALP,Australian Labor Party,McCREADIE,Pam,5,3066,35.23
QLD,316,Wright,36014,UAPP,United Australia Party,DUFFILL,Cassandra Deanne,2,37500,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,1,5637,64.77
QLD,316,Wright,38240,ON,Pauline Hanson's One Nation,HICKS,Keith,3,37270,ALP,Australian Labor Party,McCREADIE,Pam,5,5252,34.79
QLD,316,Wright,38240,ON,Pauline Hanson's One Nation,HICKS,Keith,3,37500,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,1,9843,65.21
QLD,316,Wright,37737,CYA,Australian Federation Party,BANASIAK,Shonna-Lee,4,37270,ALP,Australian Labor Party,McCREADIE,Pam,5,844,51.72
QLD,316,Wright,37737,CYA,Australian Federation Party,BANASIAK,Shonna-Lee,4,37500,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,1,788,48.28
QLD,316,Wright,37372,GRN,Queensland Greens,THOMPSON,Nicole,6,37270,ALP,Australian Labor Party,McCREADIE,Pam,5,9622,79.47
QLD,316,Wright,37372,GRN,Queensland Greens,THOMPSON,Nicole,6,37500,LNP,Liberal National Party of Queensland,BUCHHOLZ,Scott,1,2485,20.53
SA,179,Adelaide,0,NA,NA,First Preferences,NA,0,36973,ALP,Australian Labor Party,GEORGANAS,Steve,2,45086,55.55
SA,179,Adelaide,0,NA,NA,First Preferences,NA,0,37049,LP,Liberal,GRANTHAM,Amy,1,36080,44.45
SA,179,Adelaide,36094,UAPP,United Australia Party,ALLWOOD,Sean,3,36973,ALP,Australian Labor Party,GEORGANAS,Steve,2,1431,46.84
SA,179,Adelaide,36094,UAPP,United Australia Party,ALLWOOD,Sean,3,37049,LP,Liberal,GRANTHAM,Amy,1,1624,53.16
SA,179,Adelaide,36053,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",McMILLAN,Matthew,4,36973,ALP,Australian Labor Party,GEORGANAS,Steve,2,1272,77.99
SA,179,Adelaide,36053,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",McMILLAN,Matthew,4,37049,LP,Liberal,GRANTHAM,Amy,1,359,22.01
SA,179,Adelaide,36463,GRN,The Greens,GALDIES,Rebecca,5,36973,ALP,Australian Labor Party,GEORGANAS,Steve,2,20270,89.43
SA,179,Adelaide,36463,GRN,The Greens,GALDIES,Rebecca,5,37049,LP,Liberal,GRANTHAM,Amy,1,2396,10.57
SA,179,Adelaide,37714,CYA,Australian Federation Party,GERHARD,Faith,6,36973,ALP,Australian Labor Party,GEORGANAS,Steve,2,392,45.06
SA,179,Adelaide,37714,CYA,Australian Federation Party,GERHARD,Faith,6,37049,LP,Liberal,GRANTHAM,Amy,1,478,54.94
SA,179,Adelaide,36885,ON,Pauline Hanson's One Nation,ALLWOOD,Gayle,7,36973,ALP,Australian Labor Party,GEORGANAS,Steve,2,1365,40.43
SA,179,Adelaide,36885,ON,Pauline Hanson's One Nation,ALLWOOD,Gayle,7,37049,LP,Liberal,GRANTHAM,Amy,1,2011,59.57
SA,180,Barker,0,NA,NA,First Preferences,NA,0,36977,ALP,Australian Labor Party,BRAES,Mark,8,22054,28.14
SA,180,Barker,0,NA,NA,First Preferences,NA,0,37083,LP,Liberal,PASIN,Tony,6,56330,71.86
SA,180,Barker,37705,NP,National Party,PIETZSCH,Jonathan,1,36977,ALP,Australian Labor Party,BRAES,Mark,8,481,19
SA,180,Barker,37705,NP,National Party,PIETZSCH,Jonathan,1,37083,LP,Liberal,PASIN,Tony,6,2050,81
SA,180,Barker,36904,ON,Pauline Hanson's One Nation,QUAREMBA,Carlos,2,36977,ALP,Australian Labor Party,BRAES,Mark,8,2565,36.86
SA,180,Barker,36904,ON,Pauline Hanson's One Nation,QUAREMBA,Carlos,2,37083,LP,Liberal,PASIN,Tony,6,4393,63.14
SA,180,Barker,37822,IND,Independent,PANNELL,Vince,3,36977,ALP,Australian Labor Party,BRAES,Mark,8,875,45.74
SA,180,Barker,37822,IND,Independent,PANNELL,Vince,3,37083,LP,Liberal,PASIN,Tony,6,1038,54.26
SA,180,Barker,37830,IND,Independent,FRY,Maddy,4,36977,ALP,Australian Labor Party,BRAES,Mark,8,1625,50.94
SA,180,Barker,37830,IND,Independent,FRY,Maddy,4,37083,LP,Liberal,PASIN,Tony,6,1565,49.06
SA,180,Barker,36466,GRN,The Greens,HILLAM,Rosa,5,36977,ALP,Australian Labor Party,BRAES,Mark,8,5886,75.07
SA,180,Barker,36466,GRN,The Greens,HILLAM,Rosa,5,37083,LP,Liberal,PASIN,Tony,6,1955,24.93
SA,180,Barker,36103,UAPP,United Australia Party,SWIGGS,David,7,36977,ALP,Australian Labor Party,BRAES,Mark,8,1448,34.3
SA,180,Barker,36103,UAPP,United Australia Party,SWIGGS,David,7,37083,LP,Liberal,PASIN,Tony,6,2774,65.7
SA,180,Barker,37711,CYA,Australian Federation Party,HANTON,Kym,9,36977,ALP,Australian Labor Party,BRAES,Mark,8,382,50.26
SA,180,Barker,37711,CYA,Australian Federation Party,HANTON,Kym,9,37083,LP,Liberal,PASIN,Tony,6,378,49.74
SA,182,Boothby,0,NA,NA,First Preferences,NA,0,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,36746,45.97
SA,182,Boothby,0,NA,NA,First Preferences,NA,0,37059,LP,Liberal,SWIFT,Rachel,7,43196,54.03
SA,182,Boothby,36472,GRN,The Greens,CARTER,Jeremy,1,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,14591,84.41
SA,182,Boothby,36472,GRN,The Greens,CARTER,Jeremy,1,37059,LP,Liberal,SWIFT,Rachel,7,2694,15.59
SA,182,Boothby,36100,UAPP,United Australia Party,CLARK,Graeme,2,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,830,32.94
SA,182,Boothby,36100,UAPP,United Australia Party,CLARK,Graeme,2,37059,LP,Liberal,SWIFT,Rachel,7,1690,67.06
SA,182,Boothby,37718,CYA,Australian Federation Party,HARRIS,Peter,3,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,149,27.44
SA,182,Boothby,37718,CYA,Australian Federation Party,HARRIS,Peter,3,37059,LP,Liberal,SWIFT,Rachel,7,394,72.56
SA,182,Boothby,36915,LDP,Liberal Democrats,NIKOLIC,Aleksandra,4,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,260,20.8
SA,182,Boothby,36915,LDP,Liberal Democrats,NIKOLIC,Aleksandra,4,37059,LP,Liberal,SWIFT,Rachel,7,990,79.2
SA,182,Boothby,37734,IND,Independent,BUSUTTIL,Paul,5,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,408,38.93
SA,182,Boothby,37734,IND,Independent,BUSUTTIL,Paul,5,37059,LP,Liberal,SWIFT,Rachel,7,640,61.07
SA,182,Boothby,36600,AJP,Animal Justice Party,BRAY,Frankie,6,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,886,65.24
SA,182,Boothby,36600,AJP,Animal Justice Party,BRAY,Frankie,6,37059,LP,Liberal,SWIFT,Rachel,7,472,34.76
SA,182,Boothby,37700,IND,Independent,DYER,Jo,8,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,6018,80.88
SA,182,Boothby,37700,IND,Independent,DYER,Jo,8,37059,LP,Liberal,SWIFT,Rachel,7,1423,19.12
SA,182,Boothby,36872,ON,Pauline Hanson's One Nation,COUCH,Bob,10,36979,ALP,Australian Labor Party,MILLER-FROST,Louise,9,691,29.78
SA,182,Boothby,36872,ON,Pauline Hanson's One Nation,COUCH,Bob,10,37059,LP,Liberal,SWIFT,Rachel,7,1629,70.22
SA,183,Grey,0,NA,NA,First Preferences,NA,0,36978,ALP,Australian Labor Party,WATSON,Julie,5,22068,32.08
SA,183,Grey,0,NA,NA,First Preferences,NA,0,37069,LP,Liberal,RAMSEY,Rowan,9,46730,67.92
SA,183,Grey,36476,GRN,The Greens,WHITE,Tim,1,36978,ALP,Australian Labor Party,WATSON,Julie,5,5473,78.25
SA,183,Grey,36476,GRN,The Greens,WHITE,Tim,1,37069,LP,Liberal,RAMSEY,Rowan,9,1521,21.75
SA,183,Grey,36099,UAPP,United Australia Party,WATERS,Suzanne,2,36978,ALP,Australian Labor Party,WATSON,Julie,5,2341,40.49
SA,183,Grey,36099,UAPP,United Australia Party,WATERS,Suzanne,2,37069,LP,Liberal,RAMSEY,Rowan,9,3440,59.51
SA,183,Grey,36911,LDP,Liberal Democrats,MILLER,Peter,3,36978,ALP,Australian Labor Party,WATSON,Julie,5,529,37.07
SA,183,Grey,36911,LDP,Liberal Democrats,MILLER,Peter,3,37069,LP,Liberal,RAMSEY,Rowan,9,898,62.93
SA,183,Grey,37725,IND,Independent,HABERMANN,Liz,4,36978,ALP,Australian Labor Party,WATSON,Julie,5,6630,57.09
SA,183,Grey,37725,IND,Independent,HABERMANN,Liz,4,37069,LP,Liberal,RAMSEY,Rowan,9,4983,42.91
SA,183,Grey,36877,ON,Pauline Hanson's One Nation,WHITE,Kerry Ann,6,36978,ALP,Australian Labor Party,WATSON,Julie,5,2990,46.34
SA,183,Grey,36877,ON,Pauline Hanson's One Nation,WHITE,Kerry Ann,6,37069,LP,Liberal,RAMSEY,Rowan,9,3462,53.66
SA,183,Grey,37715,CYA,Australian Federation Party,DEMPSEY,Tracey,7,36978,ALP,Australian Labor Party,WATSON,Julie,5,381,52.84
SA,183,Grey,37715,CYA,Australian Federation Party,DEMPSEY,Tracey,7,37069,LP,Liberal,RAMSEY,Rowan,9,340,47.16
SA,183,Grey,32089,IND,Independent,CARMODY,Richard,8,36978,ALP,Australian Labor Party,WATSON,Julie,5,768,57.66
SA,183,Grey,32089,IND,Independent,CARMODY,Richard,8,37069,LP,Liberal,RAMSEY,Rowan,9,564,42.34
SA,185,Hindmarsh,0,NA,NA,First Preferences,NA,0,36984,ALP,Australian Labor Party,BUTLER,Mark,4,46547,56.34
SA,185,Hindmarsh,0,NA,NA,First Preferences,NA,0,37075,LP,Liberal,FINIZIO,Anna,2,36072,43.66
SA,185,Hindmarsh,36478,GRN,The Greens,O'SULLIVAN,Patrick,1,36984,ALP,Australian Labor Party,BUTLER,Mark,4,12631,82.5
SA,185,Hindmarsh,36478,GRN,The Greens,O'SULLIVAN,Patrick,1,37075,LP,Liberal,FINIZIO,Anna,2,2679,17.5
SA,185,Hindmarsh,36888,ON,Pauline Hanson's One Nation,JOHNSON,Walter,3,36984,ALP,Australian Labor Party,BUTLER,Mark,4,1636,37.69
SA,185,Hindmarsh,36888,ON,Pauline Hanson's One Nation,JOHNSON,Walter,3,37075,LP,Liberal,FINIZIO,Anna,2,2705,62.31
SA,185,Hindmarsh,37706,CYA,Australian Federation Party,RICHARDS,Dianne,5,36984,ALP,Australian Labor Party,BUTLER,Mark,4,286,43.8
SA,185,Hindmarsh,37706,CYA,Australian Federation Party,RICHARDS,Dianne,5,37075,LP,Liberal,FINIZIO,Anna,2,367,56.2
SA,185,Hindmarsh,36412,UAPP,United Australia Party,MELISSOURGOS,George,6,36984,ALP,Australian Labor Party,BUTLER,Mark,4,1867,47.92
SA,185,Hindmarsh,36412,UAPP,United Australia Party,MELISSOURGOS,George,6,37075,LP,Liberal,FINIZIO,Anna,2,2029,52.08
SA,185,Hindmarsh,37179,GAP,The Great Australian Party,WITT,Jamie,7,36984,ALP,Australian Labor Party,BUTLER,Mark,4,491,41.47
SA,185,Hindmarsh,37179,GAP,The Great Australian Party,WITT,Jamie,7,37075,LP,Liberal,FINIZIO,Anna,2,693,58.53
SA,185,Hindmarsh,36610,AJP,Animal Justice Party,PASTRO,Matt,8,36984,ALP,Australian Labor Party,BUTLER,Mark,4,1585,67.74
SA,185,Hindmarsh,36610,AJP,Animal Justice Party,PASTRO,Matt,8,37075,LP,Liberal,FINIZIO,Anna,2,755,32.26
SA,186,Kingston,0,NA,NA,First Preferences,NA,0,36983,ALP,Australian Labor Party,RISHWORTH,Amanda,4,53810,65.56
SA,186,Kingston,0,NA,NA,First Preferences,NA,0,37071,LP,Liberal,BOURNE,Kathleen,7,28273,34.44
SA,186,Kingston,37780,IND,Independent,DE JONGE,Rob,1,36983,ALP,Australian Labor Party,RISHWORTH,Amanda,4,1949,65.78
SA,186,Kingston,37780,IND,Independent,DE JONGE,Rob,1,37071,LP,Liberal,BOURNE,Kathleen,7,1014,34.22
SA,186,Kingston,36859,ON,Pauline Hanson's One Nation,GODFREY-BROWN,Robert,2,36983,ALP,Australian Labor Party,RISHWORTH,Amanda,4,2383,44.85
SA,186,Kingston,36859,ON,Pauline Hanson's One Nation,GODFREY-BROWN,Robert,2,37071,LP,Liberal,BOURNE,Kathleen,7,2930,55.15
SA,186,Kingston,36415,UAPP,United Australia Party,JACKSON,Russell,3,36983,ALP,Australian Labor Party,RISHWORTH,Amanda,4,2031,47
SA,186,Kingston,36415,UAPP,United Australia Party,JACKSON,Russell,3,37071,LP,Liberal,BOURNE,Kathleen,7,2290,53
SA,186,Kingston,36464,GRN,The Greens,PHOTAKIS,John,5,36983,ALP,Australian Labor Party,RISHWORTH,Amanda,4,11962,87.94
SA,186,Kingston,36464,GRN,The Greens,PHOTAKIS,John,5,37071,LP,Liberal,BOURNE,Kathleen,7,1641,12.06
SA,186,Kingston,37713,CYA,Australian Federation Party,ENRIGHT,Sam,6,36983,ALP,Australian Labor Party,RISHWORTH,Amanda,4,429,39.76
SA,186,Kingston,37713,CYA,Australian Federation Party,ENRIGHT,Sam,6,37071,LP,Liberal,BOURNE,Kathleen,7,650,60.24
SA,187,Makin,0,NA,NA,First Preferences,NA,0,36991,ALP,Australian Labor Party,ZAPPIA,Tony,2,49843,59.56
SA,187,Makin,0,NA,NA,First Preferences,NA,0,37052,LP,Liberal,HOWARD-JONES,Alan,5,33840,40.44
SA,187,Makin,37712,CYA,Australian Federation Party,LAZOOTIN,Abram Nicholas,1,36991,ALP,Australian Labor Party,ZAPPIA,Tony,2,985,51.65
SA,187,Makin,37712,CYA,Australian Federation Party,LAZOOTIN,Abram Nicholas,1,37052,LP,Liberal,HOWARD-JONES,Alan,5,922,48.35
SA,187,Makin,36411,UAPP,United Australia Party,DROZDOFF,Kimberley,3,36991,ALP,Australian Labor Party,ZAPPIA,Tony,2,2150,46.36
SA,187,Makin,36411,UAPP,United Australia Party,DROZDOFF,Kimberley,3,37052,LP,Liberal,HOWARD-JONES,Alan,5,2488,53.64
SA,187,Makin,36871,ON,Pauline Hanson's One Nation,VAID,Rajan,4,36991,ALP,Australian Labor Party,ZAPPIA,Tony,2,2223,43.61
SA,187,Makin,36871,ON,Pauline Hanson's One Nation,VAID,Rajan,4,37052,LP,Liberal,HOWARD-JONES,Alan,5,2874,56.39
SA,187,Makin,36468,GRN,The Greens,MUSTACA,Emma,6,36991,ALP,Australian Labor Party,ZAPPIA,Tony,2,10243,83.16
SA,187,Makin,36468,GRN,The Greens,MUSTACA,Emma,6,37052,LP,Liberal,HOWARD-JONES,Alan,5,2074,16.84
SA,188,Mayo,0,NA,NA,First Preferences,NA,0,37057,LP,Liberal,BLUCK,Allison,6,31411,46.25
SA,188,Mayo,0,NA,NA,First Preferences,NA,0,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,36500,53.75
SA,188,Mayo,36988,ALP,Australian Labor Party,BELL,Marisa,1,37057,LP,Liberal,BLUCK,Allison,6,4011,19.05
SA,188,Mayo,36988,ALP,Australian Labor Party,BELL,Marisa,1,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,17040,80.95
SA,188,Mayo,36606,AJP,Animal Justice Party,CHAPLIN,Padma,2,37057,LP,Liberal,BLUCK,Allison,6,539,27.94
SA,188,Mayo,36606,AJP,Animal Justice Party,CHAPLIN,Padma,2,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,1390,72.06
SA,188,Mayo,36913,LDP,Liberal Democrats,VAN RAALTE,Jacob,3,37057,LP,Liberal,BLUCK,Allison,6,808,56.74
SA,188,Mayo,36913,LDP,Liberal Democrats,VAN RAALTE,Jacob,3,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,616,43.26
SA,188,Mayo,36474,GRN,The Greens,ELLIOTT,Greg,5,37057,LP,Liberal,BLUCK,Allison,6,2516,18.36
SA,188,Mayo,36474,GRN,The Greens,ELLIOTT,Greg,5,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,11189,81.64
SA,188,Mayo,36423,UAPP,United Australia Party,McGRAIL,Samantha,7,37057,LP,Liberal,BLUCK,Allison,6,1871,45.76
SA,188,Mayo,36423,UAPP,United Australia Party,McGRAIL,Samantha,7,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,2218,54.24
SA,188,Mayo,36875,ON,Pauline Hanson's One Nation,SCOTT,Tonya,8,37057,LP,Liberal,BLUCK,Allison,6,2080,43.56
SA,188,Mayo,36875,ON,Pauline Hanson's One Nation,SCOTT,Tonya,8,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,2695,56.44
SA,188,Mayo,37708,CYA,Australian Federation Party,NEUGEBAUER,Mark,9,37057,LP,Liberal,BLUCK,Allison,6,623,46.84
SA,188,Mayo,37708,CYA,Australian Federation Party,NEUGEBAUER,Mark,9,37710,XEN,Centre Alliance,SHARKIE,Rebekha,4,707,53.16
SA,325,Spence,0,NA,NA,First Preferences,NA,0,36990,ALP,Australian Labor Party,BURNELL,Matt,2,46596,63.18
SA,325,Spence,0,NA,NA,First Preferences,NA,0,37061,LP,Liberal,LOCK,Shawn,5,27153,36.82
SA,325,Spence,36429,UAPP,United Australia Party,WARREN,Alvin Eric,1,36990,ALP,Australian Labor Party,BURNELL,Matt,2,4270,59.65
SA,325,Spence,36429,UAPP,United Australia Party,WARREN,Alvin Eric,1,37061,LP,Liberal,LOCK,Shawn,5,2888,40.35
SA,325,Spence,36479,GRN,The Greens,DEEX,David,3,36990,ALP,Australian Labor Party,BURNELL,Matt,2,9716,80.62
SA,325,Spence,36479,GRN,The Greens,DEEX,David,3,37061,LP,Liberal,LOCK,Shawn,5,2336,19.38
SA,325,Spence,37717,CYA,Australian Federation Party,BAWDEN,Matilda,4,36990,ALP,Australian Labor Party,BURNELL,Matt,2,935,53.86
SA,325,Spence,37717,CYA,Australian Federation Party,BAWDEN,Matilda,4,37061,LP,Liberal,LOCK,Shawn,5,801,46.14
SA,325,Spence,36883,ON,Pauline Hanson's One Nation,CHAMPION,Linda,6,36990,ALP,Australian Labor Party,BURNELL,Matt,2,5301,45.97
SA,325,Spence,36883,ON,Pauline Hanson's One Nation,CHAMPION,Linda,6,37061,LP,Liberal,LOCK,Shawn,5,6231,54.03
SA,190,Sturt,0,NA,NA,First Preferences,NA,0,36996,ALP,Australian Labor Party,BARAM,Sonja,2,34528,41.55
SA,190,Sturt,0,NA,NA,First Preferences,NA,0,37067,LP,Liberal,STEVENS,James,11,48579,58.45
SA,190,Sturt,36481,GRN,The Greens,McCUSKER,Katie,1,36996,ALP,Australian Labor Party,BARAM,Sonja,2,16215,87.87
SA,190,Sturt,36481,GRN,The Greens,McCUSKER,Katie,1,37067,LP,Liberal,STEVENS,James,11,2239,12.13
SA,190,Sturt,37703,TNL,TNL,SCHMIDT,Chris,3,36996,ALP,Australian Labor Party,BARAM,Sonja,2,190,75.7
SA,190,Sturt,37703,TNL,TNL,SCHMIDT,Chris,3,37067,LP,Liberal,STEVENS,James,11,61,24.3
SA,190,Sturt,36887,ON,Pauline Hanson's One Nation,ALLWOOD,Alexander,4,36996,ALP,Australian Labor Party,BARAM,Sonja,2,1174,40.58
SA,190,Sturt,36887,ON,Pauline Hanson's One Nation,ALLWOOD,Alexander,4,37067,LP,Liberal,STEVENS,James,11,1719,59.42
SA,190,Sturt,37702,AUP,Australian Progressives,FULCO,Angela,5,36996,ALP,Australian Labor Party,BARAM,Sonja,2,354,77.46
SA,190,Sturt,37702,AUP,Australian Progressives,FULCO,Angela,5,37067,LP,Liberal,STEVENS,James,11,103,22.54
SA,190,Sturt,36432,UAPP,United Australia Party,GRANT,Stephen,6,36996,ALP,Australian Labor Party,BARAM,Sonja,2,1119,37.2
SA,190,Sturt,36432,UAPP,United Australia Party,GRANT,Stephen,6,37067,LP,Liberal,STEVENS,James,11,1889,62.8
SA,190,Sturt,37716,CYA,Australian Federation Party,SCARBOROUGH,Kathy,7,36996,ALP,Australian Labor Party,BARAM,Sonja,2,265,35.1
SA,190,Sturt,37716,CYA,Australian Federation Party,SCARBOROUGH,Kathy,7,37067,LP,Liberal,STEVENS,James,11,490,64.9
SA,190,Sturt,36595,AJP,Animal Justice Party,SHERLOCK,David,8,36996,ALP,Australian Labor Party,BARAM,Sonja,2,1053,68.78
SA,190,Sturt,36595,AJP,Animal Justice Party,SHERLOCK,David,8,37067,LP,Liberal,STEVENS,James,11,478,31.22
SA,190,Sturt,36920,LDP,Liberal Democrats,McMAHON,Thomas,9,36996,ALP,Australian Labor Party,BARAM,Sonja,2,318,27.72
SA,190,Sturt,36920,LDP,Liberal Democrats,McMAHON,Thomas,9,37067,LP,Liberal,STEVENS,James,11,829,72.28
SA,190,Sturt,37783,DPDA,Drew Pavlou Democratic Alliance,ELHAM,Inty,10,36996,ALP,Australian Labor Party,BARAM,Sonja,2,581,57.7
SA,190,Sturt,37783,DPDA,Drew Pavlou Democratic Alliance,ELHAM,Inty,10,37067,LP,Liberal,STEVENS,James,11,426,42.3
TAS,192,Bass,0,NA,NA,First Preferences,NA,0,37134,LP,Liberal,ARCHER,Bridget Kathleen,4,27257,58.13
