CED_NAME21,Religion,Denomination,Sex,persons
Macnamara,(Other),Sikhism,F,132
Macnamara,(Other),Sikhism,M,180
Macnamara,Buddhism,NA,F,2135
Macnamara,Buddhism,NA,M,1518
Macnamara,Christianity,NA,F,1504
Macnamara,Christianity,NA,M,1134
Macnamara,Christianity,(Other),F,43
Macnamara,Christianity,(Other),M,40
Macnamara,Christianity,Anglican,F,4470
Macnamara,Christianity,Anglican,M,3903
Macnamara,Christianity,Assyrian Apostolic,F,5
Macnamara,Christianity,Assyrian Apostolic,M,0
Macnamara,Christianity,Baptist,F,451
Macnamara,Christianity,Baptist,M,392
Macnamara,Christianity,Brethren,F,0
Macnamara,Christianity,Brethren,M,0
Macnamara,Christianity,Catholic,F,13827
Macnamara,Christianity,Catholic,M,11713
Macnamara,Christianity,Churches Of Christ,F,39
Macnamara,Christianity,Churches Of Christ,M,37
Macnamara,Christianity,Eastern Orthodox,F,2965
Macnamara,Christianity,Eastern Orthodox,M,2706
Macnamara,Christianity,Jehovah's Witnesses,F,113
Macnamara,Christianity,Jehovah's Witnesses,M,86
Macnamara,Christianity,Latter Day Saints,F,31
Macnamara,Christianity,Latter Day Saints,M,37
Macnamara,Christianity,Lutheran,F,213
Macnamara,Christianity,Lutheran,M,166
Macnamara,Christianity,Oriental Orthodox,F,110
Macnamara,Christianity,Oriental Orthodox,M,117
Macnamara,Christianity,Pentecostal,F,398
Macnamara,Christianity,Pentecostal,M,319
Macnamara,Christianity,Presbyterian Reformed,F,678
Macnamara,Christianity,Presbyterian Reformed,M,611
Macnamara,Christianity,Protestant (Other),F,213
Macnamara,Christianity,Protestant (Other),M,181
Macnamara,Christianity,Salvation Army,F,17
Macnamara,Christianity,Salvation Army,M,9
Macnamara,Christianity,Seventh Day Adventist,F,53
Macnamara,Christianity,Seventh Day Adventist,M,31
Macnamara,Christianity,Uniting Church,F,1073
Macnamara,Christianity,Uniting Church,M,804
Macnamara,Hinduism,NA,F,2244
Macnamara,Hinduism,NA,M,2745
Macnamara,Islam,NA,F,1184
Macnamara,Islam,NA,M,1312
Macnamara,Judaism,NA,F,8683
Macnamara,Judaism,NA,M,8001
Macnamara,No religion,NA,F,37716
Macnamara,No religion,NA,M,38262
Mallee,(Other),NA,F,7563
Mallee,(Other),NA,M,8155
Mallee,(Other),(Other),F,249
Mallee,(Other),(Other),M,180
Mallee,(Other),Australian Aboriginal Traditional,F,16
Mallee,(Other),Australian Aboriginal Traditional,M,12
Mallee,(Other),Other spiritual beliefs,F,142
Mallee,(Other),Other spiritual beliefs,M,85
Mallee,(Other),Secular beliefs,F,128
Mallee,(Other),Secular beliefs,M,158
Mallee,(Other),Sikhism,F,325
Mallee,(Other),Sikhism,M,377
Mallee,Buddhism,NA,F,1171
Mallee,Buddhism,NA,M,1140
Mallee,Christianity,NA,F,1772
Mallee,Christianity,NA,M,1607
Mallee,Christianity,(Other),F,77
Mallee,Christianity,(Other),M,62
Mallee,Christianity,Anglican,F,9064
Mallee,Christianity,Anglican,M,7576
Mallee,Christianity,Assyrian Apostolic,F,0
Mallee,Christianity,Assyrian Apostolic,M,0
Mallee,Christianity,Baptist,F,812
Mallee,Christianity,Baptist,M,777
Mallee,Christianity,Brethren,F,168
Mallee,Christianity,Brethren,M,176
Mallee,Christianity,Catholic,F,15493
Mallee,Christianity,Catholic,M,13977
Mallee,Christianity,Churches Of Christ,F,517
Mallee,Christianity,Churches Of Christ,M,388
Mallee,Christianity,Eastern Orthodox,F,432
Mallee,Christianity,Eastern Orthodox,M,445
Mallee,Christianity,Jehovah's Witnesses,F,228
Mallee,Christianity,Jehovah's Witnesses,M,150
Mallee,Christianity,Latter Day Saints,F,115
Mallee,Christianity,Latter Day Saints,M,110
Mallee,Christianity,Lutheran,F,1857
Mallee,Christianity,Lutheran,M,1654
Mallee,Christianity,Oriental Orthodox,F,14
Mallee,Christianity,Oriental Orthodox,M,29
Mallee,Christianity,Pentecostal,F,803
Mallee,Christianity,Pentecostal,M,716
Mallee,Christianity,Presbyterian Reformed,F,1680
Mallee,Christianity,Presbyterian Reformed,M,1537
Mallee,Christianity,Protestant (Other),F,250
Mallee,Christianity,Protestant (Other),M,262
Mallee,Christianity,Salvation Army,F,251
Mallee,Christianity,Salvation Army,M,175
Mallee,Christianity,Seventh Day Adventist,F,295
Mallee,Christianity,Seventh Day Adventist,M,274
Mallee,Christianity,Uniting Church,F,7094
Mallee,Christianity,Uniting Church,M,5780
Mallee,Hinduism,NA,F,396
Mallee,Hinduism,NA,M,498
Mallee,Islam,NA,F,887
Mallee,Islam,NA,M,1155
Mallee,Judaism,NA,F,25
Mallee,Judaism,NA,M,20
Mallee,No religion,NA,F,32488
Mallee,No religion,NA,M,35846
Maribyrnong,(Other),NA,F,3889
Maribyrnong,(Other),NA,M,4058
Maribyrnong,(Other),(Other),F,212
Maribyrnong,(Other),(Other),M,176
Maribyrnong,(Other),Australian Aboriginal Traditional,F,7
Maribyrnong,(Other),Australian Aboriginal Traditional,M,3
Maribyrnong,(Other),Other spiritual beliefs,F,138
Maribyrnong,(Other),Other spiritual beliefs,M,83
Maribyrnong,(Other),Secular beliefs,F,203
Maribyrnong,(Other),Secular beliefs,M,254
Maribyrnong,(Other),Sikhism,F,199
Maribyrnong,(Other),Sikhism,M,219
Maribyrnong,Buddhism,NA,F,2348
Maribyrnong,Buddhism,NA,M,1669
Maribyrnong,Christianity,NA,F,1667
Maribyrnong,Christianity,NA,M,1359
Maribyrnong,Christianity,(Other),F,25
Maribyrnong,Christianity,(Other),M,38
Maribyrnong,Christianity,Anglican,F,3940
Maribyrnong,Christianity,Anglican,M,2961
Maribyrnong,Christianity,Assyrian Apostolic,F,102
Maribyrnong,Christianity,Assyrian Apostolic,M,116
Maribyrnong,Christianity,Baptist,F,563
Maribyrnong,Christianity,Baptist,M,494
Maribyrnong,Christianity,Brethren,F,0
Maribyrnong,Christianity,Brethren,M,0
Maribyrnong,Christianity,Catholic,F,28524
Maribyrnong,Christianity,Catholic,M,25568
Maribyrnong,Christianity,Churches Of Christ,F,57
Maribyrnong,Christianity,Churches Of Christ,M,45
Maribyrnong,Christianity,Eastern Orthodox,F,4522
Maribyrnong,Christianity,Eastern Orthodox,M,4252
Maribyrnong,Christianity,Jehovah's Witnesses,F,170
Maribyrnong,Christianity,Jehovah's Witnesses,M,141
Maribyrnong,Christianity,Latter Day Saints,F,72
Maribyrnong,Christianity,Latter Day Saints,M,60
Maribyrnong,Christianity,Lutheran,F,201
Maribyrnong,Christianity,Lutheran,M,123
Maribyrnong,Christianity,Oriental Orthodox,F,423
Maribyrnong,Christianity,Oriental Orthodox,M,362
Maribyrnong,Christianity,Pentecostal,F,452
Maribyrnong,Christianity,Pentecostal,M,382
Maribyrnong,Christianity,Presbyterian Reformed,F,728
Maribyrnong,Christianity,Presbyterian Reformed,M,601
Maribyrnong,Christianity,Protestant (Other),F,191
Maribyrnong,Christianity,Protestant (Other),M,147
Maribyrnong,Christianity,Salvation Army,F,49
Maribyrnong,Christianity,Salvation Army,M,38
Maribyrnong,Christianity,Seventh Day Adventist,F,36
Maribyrnong,Christianity,Seventh Day Adventist,M,37
Maribyrnong,Christianity,Uniting Church,F,1502
Maribyrnong,Christianity,Uniting Church,M,1067
Maribyrnong,Hinduism,NA,F,1490
Maribyrnong,Hinduism,NA,M,1830
Maribyrnong,Islam,NA,F,2777
Maribyrnong,Islam,NA,M,2883
Maribyrnong,Judaism,NA,F,79
Maribyrnong,Judaism,NA,M,79
Maribyrnong,No religion,NA,F,24097
Maribyrnong,No religion,NA,M,25726
McEwen,(Other),NA,F,4521
McEwen,(Other),NA,M,4804
McEwen,(Other),(Other),F,321
McEwen,(Other),(Other),M,216
McEwen,(Other),Australian Aboriginal Traditional,F,7
McEwen,(Other),Australian Aboriginal Traditional,M,3
McEwen,(Other),Other spiritual beliefs,F,182
McEwen,(Other),Other spiritual beliefs,M,87
McEwen,(Other),Secular beliefs,F,203
McEwen,(Other),Secular beliefs,M,246
McEwen,(Other),Sikhism,F,1646
McEwen,(Other),Sikhism,M,1886
McEwen,Buddhism,NA,F,1081
McEwen,Buddhism,NA,M,798
McEwen,Christianity,NA,F,2056
McEwen,Christianity,NA,M,1870
McEwen,Christianity,(Other),F,25
McEwen,Christianity,(Other),M,26
McEwen,Christianity,Anglican,F,6973
McEwen,Christianity,Anglican,M,5554
McEwen,Christianity,Assyrian Apostolic,F,21
McEwen,Christianity,Assyrian Apostolic,M,16
McEwen,Christianity,Baptist,F,696
McEwen,Christianity,Baptist,M,586
McEwen,Christianity,Brethren,F,149
McEwen,Christianity,Brethren,M,151
McEwen,Christianity,Catholic,F,19287
McEwen,Christianity,Catholic,M,17865
McEwen,Christianity,Churches Of Christ,F,105
McEwen,Christianity,Churches Of Christ,M,68
McEwen,Christianity,Eastern Orthodox,F,2103
McEwen,Christianity,Eastern Orthodox,M,1998
McEwen,Christianity,Jehovah's Witnesses,F,186
McEwen,Christianity,Jehovah's Witnesses,M,153
McEwen,Christianity,Latter Day Saints,F,136
McEwen,Christianity,Latter Day Saints,M,131
McEwen,Christianity,Lutheran,F,239
McEwen,Christianity,Lutheran,M,185
McEwen,Christianity,Oriental Orthodox,F,203
McEwen,Christianity,Oriental Orthodox,M,177
McEwen,Christianity,Pentecostal,F,759
McEwen,Christianity,Pentecostal,M,727
McEwen,Christianity,Presbyterian Reformed,F,1224
McEwen,Christianity,Presbyterian Reformed,M,1008
McEwen,Christianity,Protestant (Other),F,224
McEwen,Christianity,Protestant (Other),M,204
McEwen,Christianity,Salvation Army,F,115
McEwen,Christianity,Salvation Army,M,97
McEwen,Christianity,Seventh Day Adventist,F,119
McEwen,Christianity,Seventh Day Adventist,M,120
McEwen,Christianity,Uniting Church,F,2037
McEwen,Christianity,Uniting Church,M,1516
McEwen,Hinduism,NA,F,2099
McEwen,Hinduism,NA,M,2364
McEwen,Islam,NA,F,1688
McEwen,Islam,NA,M,1801
McEwen,Judaism,NA,F,47
McEwen,Judaism,NA,M,53
McEwen,No religion,NA,F,32351
McEwen,No religion,NA,M,34358
Melbourne,(Other),NA,F,8177
Melbourne,(Other),NA,M,8933
Melbourne,(Other),(Other),F,429
Melbourne,(Other),(Other),M,385
Melbourne,(Other),Australian Aboriginal Traditional,F,3
Melbourne,(Other),Australian Aboriginal Traditional,M,3
Melbourne,(Other),Other spiritual beliefs,F,288
Melbourne,(Other),Other spiritual beliefs,M,201
Melbourne,(Other),Secular beliefs,F,625
Melbourne,(Other),Secular beliefs,M,749
Melbourne,(Other),Sikhism,F,180
Melbourne,(Other),Sikhism,M,217
Melbourne,Buddhism,NA,F,6281
Melbourne,Buddhism,NA,M,4392
Melbourne,Christianity,NA,F,2033
Melbourne,Christianity,NA,M,1457
Melbourne,Christianity,(Other),F,54
Melbourne,Christianity,(Other),M,46
Melbourne,Christianity,Anglican,F,3269
Melbourne,Christianity,Anglican,M,2951
Melbourne,Christianity,Assyrian Apostolic,F,10
Melbourne,Christianity,Assyrian Apostolic,M,5
Melbourne,Christianity,Baptist,F,683
Melbourne,Christianity,Baptist,M,541
Melbourne,Christianity,Brethren,F,3
Melbourne,Christianity,Brethren,M,4
Melbourne,Christianity,Catholic,F,13745
Melbourne,Christianity,Catholic,M,12130
Melbourne,Christianity,Churches Of Christ,F,61
Melbourne,Christianity,Churches Of Christ,M,46
Melbourne,Christianity,Eastern Orthodox,F,2284
Melbourne,Christianity,Eastern Orthodox,M,1982
Melbourne,Christianity,Jehovah's Witnesses,F,67
Melbourne,Christianity,Jehovah's Witnesses,M,35
Melbourne,Christianity,Latter Day Saints,F,47
Melbourne,Christianity,Latter Day Saints,M,45
Melbourne,Christianity,Lutheran,F,187
Melbourne,Christianity,Lutheran,M,155
Melbourne,Christianity,Oriental Orthodox,F,172
Melbourne,Christianity,Oriental Orthodox,M,150
Melbourne,Christianity,Pentecostal,F,523
Melbourne,Christianity,Pentecostal,M,398
Melbourne,Christianity,Presbyterian Reformed,F,673
Melbourne,Christianity,Presbyterian Reformed,M,675
Melbourne,Christianity,Protestant (Other),F,342
Melbourne,Christianity,Protestant (Other),M,314
Melbourne,Christianity,Salvation Army,F,30
Melbourne,Christianity,Salvation Army,M,32
Melbourne,Christianity,Seventh Day Adventist,F,57
Melbourne,Christianity,Seventh Day Adventist,M,35
Melbourne,Christianity,Uniting Church,F,988
Melbourne,Christianity,Uniting Church,M,765
Melbourne,Hinduism,NA,F,3406
Melbourne,Hinduism,NA,M,4249
Melbourne,Islam,NA,F,3335
Melbourne,Islam,NA,M,3422
Melbourne,Judaism,NA,F,497
Melbourne,Judaism,NA,M,473
Melbourne,No religion,NA,F,53112
Melbourne,No religion,NA,M,53601
Menzies,(Other),NA,F,4402
Menzies,(Other),NA,M,4308
Menzies,(Other),(Other),F,507
Menzies,(Other),(Other),M,441
Menzies,(Other),Australian Aboriginal Traditional,F,0
Menzies,(Other),Australian Aboriginal Traditional,M,0
Menzies,(Other),Other spiritual beliefs,F,157
Menzies,(Other),Other spiritual beliefs,M,120
Menzies,(Other),Secular beliefs,F,156
Menzies,(Other),Secular beliefs,M,207
Menzies,(Other),Sikhism,F,506
Menzies,(Other),Sikhism,M,548
Menzies,Buddhism,NA,F,4546
Menzies,Buddhism,NA,M,3430
Menzies,Christianity,NA,F,2865
Menzies,Christianity,NA,M,2304
Menzies,Christianity,(Other),F,47
Menzies,Christianity,(Other),M,40
Menzies,Christianity,Anglican,F,5471
Menzies,Christianity,Anglican,M,4315
Menzies,Christianity,Assyrian Apostolic,F,10
Menzies,Christianity,Assyrian Apostolic,M,3
Menzies,Christianity,Baptist,F,2347
Menzies,Christianity,Baptist,M,1909
Menzies,Christianity,Brethren,F,15
Menzies,Christianity,Brethren,M,17
Menzies,Christianity,Catholic,F,17334
Menzies,Christianity,Catholic,M,15137
Menzies,Christianity,Churches Of Christ,F,221
Menzies,Christianity,Churches Of Christ,M,173
Menzies,Christianity,Eastern Orthodox,F,6310
Menzies,Christianity,Eastern Orthodox,M,5743
Menzies,Christianity,Jehovah's Witnesses,F,140
Menzies,Christianity,Jehovah's Witnesses,M,114
Menzies,Christianity,Latter Day Saints,F,74
Menzies,Christianity,Latter Day Saints,M,74
Menzies,Christianity,Lutheran,F,397
Menzies,Christianity,Lutheran,M,330
Menzies,Christianity,Oriental Orthodox,F,444
Menzies,Christianity,Oriental Orthodox,M,423
Menzies,Christianity,Pentecostal,F,920
Menzies,Christianity,Pentecostal,M,845
Menzies,Christianity,Presbyterian Reformed,F,1398
Menzies,Christianity,Presbyterian Reformed,M,1221
Menzies,Christianity,Protestant (Other),F,530
Menzies,Christianity,Protestant (Other),M,451
Menzies,Christianity,Salvation Army,F,99
Menzies,Christianity,Salvation Army,M,86
Menzies,Christianity,Seventh Day Adventist,F,124
Menzies,Christianity,Seventh Day Adventist,M,98
Menzies,Christianity,Uniting Church,F,2195
Menzies,Christianity,Uniting Church,M,1539
Menzies,Hinduism,NA,F,1898
Menzies,Hinduism,NA,M,2139
Menzies,Islam,NA,F,2426
Menzies,Islam,NA,M,2557
Menzies,Judaism,NA,F,192
Menzies,Judaism,NA,M,201
Menzies,No religion,NA,F,33285
Menzies,No religion,NA,M,35070
Monash,(Other),NA,F,5998
Monash,(Other),NA,M,6074
Monash,(Other),(Other),F,298
Monash,(Other),(Other),M,176
Monash,(Other),Australian Aboriginal Traditional,F,3
Monash,(Other),Australian Aboriginal Traditional,M,9
Monash,(Other),Other spiritual beliefs,F,205
Monash,(Other),Other spiritual beliefs,M,105
Monash,(Other),Secular beliefs,F,220
Monash,(Other),Secular beliefs,M,240
Monash,(Other),Sikhism,F,112
Monash,(Other),Sikhism,M,122
Monash,Buddhism,NA,F,685
Monash,Buddhism,NA,M,426
Monash,Christianity,NA,F,1783
Monash,Christianity,NA,M,1533
Monash,Christianity,(Other),F,53
Monash,Christianity,(Other),M,48
Monash,Christianity,Anglican,F,8858
Monash,Christianity,Anglican,M,7205
Monash,Christianity,Assyrian Apostolic,F,0
Monash,Christianity,Assyrian Apostolic,M,0
Monash,Christianity,Baptist,F,1013
Monash,Christianity,Baptist,M,898
Monash,Christianity,Brethren,F,137
Monash,Christianity,Brethren,M,113
Monash,Christianity,Catholic,F,12652
Monash,Christianity,Catholic,M,11297
Monash,Christianity,Churches Of Christ,F,107
Monash,Christianity,Churches Of Christ,M,74
Monash,Christianity,Eastern Orthodox,F,440
Monash,Christianity,Eastern Orthodox,M,442
Monash,Christianity,Jehovah's Witnesses,F,374
Monash,Christianity,Jehovah's Witnesses,M,291
Monash,Christianity,Latter Day Saints,F,121
Monash,Christianity,Latter Day Saints,M,133
Monash,Christianity,Lutheran,F,198
Monash,Christianity,Lutheran,M,158
Monash,Christianity,Oriental Orthodox,F,17
Monash,Christianity,Oriental Orthodox,M,22
Monash,Christianity,Pentecostal,F,539
Monash,Christianity,Pentecostal,M,450
Monash,Christianity,Presbyterian Reformed,F,1841
Monash,Christianity,Presbyterian Reformed,M,1596
Monash,Christianity,Protestant (Other),F,379
Monash,Christianity,Protestant (Other),M,347
Monash,Christianity,Salvation Army,F,201
Monash,Christianity,Salvation Army,M,127
Monash,Christianity,Seventh Day Adventist,F,172
Monash,Christianity,Seventh Day Adventist,M,124
Monash,Christianity,Uniting Church,F,3056
Monash,Christianity,Uniting Church,M,2254
Monash,Hinduism,NA,F,206
Monash,Hinduism,NA,M,249
Monash,Islam,NA,F,159
Monash,Islam,NA,M,176
Monash,Judaism,NA,F,55
Monash,Judaism,NA,M,50
Monash,No religion,NA,F,34994
Monash,No religion,NA,M,36719
Nicholls,(Other),NA,F,6511
Nicholls,(Other),NA,M,7336
Nicholls,(Other),(Other),F,246
Nicholls,(Other),(Other),M,163
Nicholls,(Other),Australian Aboriginal Traditional,F,8
Nicholls,(Other),Australian Aboriginal Traditional,M,13
Nicholls,(Other),Other spiritual beliefs,F,146
Nicholls,(Other),Other spiritual beliefs,M,90
Nicholls,(Other),Secular beliefs,F,123
Nicholls,(Other),Secular beliefs,M,167
Nicholls,(Other),Sikhism,F,757
Nicholls,(Other),Sikhism,M,900
Nicholls,Buddhism,NA,F,768
Nicholls,Buddhism,NA,M,608
Nicholls,Christianity,NA,F,1599
Nicholls,Christianity,NA,M,1473
Nicholls,Christianity,(Other),F,45
Nicholls,Christianity,(Other),M,27
Nicholls,Christianity,Anglican,F,9176
Nicholls,Christianity,Anglican,M,7863
Nicholls,Christianity,Assyrian Apostolic,F,0
Nicholls,Christianity,Assyrian Apostolic,M,0
Nicholls,Christianity,Baptist,F,663
Nicholls,Christianity,Baptist,M,593
Nicholls,Christianity,Brethren,F,109
Nicholls,Christianity,Brethren,M,113
Nicholls,Christianity,Catholic,F,18627
Nicholls,Christianity,Catholic,M,17193
Nicholls,Christianity,Churches Of Christ,F,137
Nicholls,Christianity,Churches Of Christ,M,88
Nicholls,Christianity,Eastern Orthodox,F,572
Nicholls,Christianity,Eastern Orthodox,M,621
Nicholls,Christianity,Jehovah's Witnesses,F,246
Nicholls,Christianity,Jehovah's Witnesses,M,171
Nicholls,Christianity,Latter Day Saints,F,108
Nicholls,Christianity,Latter Day Saints,M,92
Nicholls,Christianity,Lutheran,F,230
Nicholls,Christianity,Lutheran,M,180
Nicholls,Christianity,Oriental Orthodox,F,49
Nicholls,Christianity,Oriental Orthodox,M,52
Nicholls,Christianity,Pentecostal,F,719
Nicholls,Christianity,Pentecostal,M,648
Nicholls,Christianity,Presbyterian Reformed,F,2175
Nicholls,Christianity,Presbyterian Reformed,M,2013
Nicholls,Christianity,Protestant (Other),F,214
Nicholls,Christianity,Protestant (Other),M,213
Nicholls,Christianity,Salvation Army,F,200
Nicholls,Christianity,Salvation Army,M,116
Nicholls,Christianity,Seventh Day Adventist,F,97
Nicholls,Christianity,Seventh Day Adventist,M,72
Nicholls,Christianity,Uniting Church,F,4673
Nicholls,Christianity,Uniting Church,M,3604
Nicholls,Hinduism,NA,F,592
Nicholls,Hinduism,NA,M,661
Nicholls,Islam,NA,F,2246
Nicholls,Islam,NA,M,2534
Nicholls,Judaism,NA,F,23
Nicholls,Judaism,NA,M,24
Nicholls,No religion,NA,F,28939
Nicholls,No religion,NA,M,31893
Scullin,(Other),NA,F,4954
Scullin,(Other),NA,M,5175
Scullin,(Other),(Other),F,290
Scullin,(Other),(Other),M,285
Scullin,(Other),Australian Aboriginal Traditional,F,10
Scullin,(Other),Australian Aboriginal Traditional,M,7
Scullin,(Other),Other spiritual beliefs,F,122
Scullin,(Other),Other spiritual beliefs,M,73
Scullin,(Other),Secular beliefs,F,124
Scullin,(Other),Secular beliefs,M,139
Scullin,(Other),Sikhism,F,2826
Scullin,(Other),Sikhism,M,3287
Scullin,Buddhism,NA,F,3462
Scullin,Buddhism,NA,M,2982
Scullin,Christianity,NA,F,3902
Scullin,Christianity,NA,M,3693
Scullin,Christianity,(Other),F,27
Scullin,Christianity,(Other),M,14
Scullin,Christianity,Anglican,F,2646
Scullin,Christianity,Anglican,M,2051
Scullin,Christianity,Assyrian Apostolic,F,56
Scullin,Christianity,Assyrian Apostolic,M,48
Scullin,Christianity,Baptist,F,594
Scullin,Christianity,Baptist,M,550
Scullin,Christianity,Brethren,F,11
Scullin,Christianity,Brethren,M,0
Scullin,Christianity,Catholic,F,22644
Scullin,Christianity,Catholic,M,20750
Scullin,Christianity,Churches Of Christ,F,43
Scullin,Christianity,Churches Of Christ,M,22
Scullin,Christianity,Eastern Orthodox,F,9538
Scullin,Christianity,Eastern Orthodox,M,9228
Scullin,Christianity,Jehovah's Witnesses,F,215
Scullin,Christianity,Jehovah's Witnesses,M,171
Scullin,Christianity,Latter Day Saints,F,139
Scullin,Christianity,Latter Day Saints,M,116
Scullin,Christianity,Lutheran,F,97
Scullin,Christianity,Lutheran,M,61
Scullin,Christianity,Oriental Orthodox,F,518
Scullin,Christianity,Oriental Orthodox,M,543
Scullin,Christianity,Pentecostal,F,899
Scullin,Christianity,Pentecostal,M,781
Scullin,Christianity,Presbyterian Reformed,F,716
Scullin,Christianity,Presbyterian Reformed,M,617
Scullin,Christianity,Protestant (Other),F,271
Scullin,Christianity,Protestant (Other),M,245
Scullin,Christianity,Salvation Army,F,79
Scullin,Christianity,Salvation Army,M,52
Scullin,Christianity,Seventh Day Adventist,F,116
Scullin,Christianity,Seventh Day Adventist,M,82
Scullin,Christianity,Uniting Church,F,732
Scullin,Christianity,Uniting Church,M,548
Scullin,Hinduism,NA,F,4974
Scullin,Hinduism,NA,M,5705
Scullin,Islam,NA,F,8949
Scullin,Islam,NA,M,9371
Scullin,Judaism,NA,F,26
Scullin,Judaism,NA,M,26
Scullin,No religion,NA,F,16523
Scullin,No religion,NA,M,18273
Wannon,(Other),NA,F,6134
Wannon,(Other),NA,M,7662
Wannon,(Other),(Other),F,209
Wannon,(Other),(Other),M,127
Wannon,(Other),Australian Aboriginal Traditional,F,7
Wannon,(Other),Australian Aboriginal Traditional,M,5
Wannon,(Other),Other spiritual beliefs,F,144
Wannon,(Other),Other spiritual beliefs,M,68
Wannon,(Other),Secular beliefs,F,146
Wannon,(Other),Secular beliefs,M,184
Wannon,(Other),Sikhism,F,80
Wannon,(Other),Sikhism,M,99
Wannon,Buddhism,NA,F,518
Wannon,Buddhism,NA,M,390
Wannon,Christianity,NA,F,1497
Wannon,Christianity,NA,M,1307
Wannon,Christianity,(Other),F,46
Wannon,Christianity,(Other),M,43
Wannon,Christianity,Anglican,F,7474
Wannon,Christianity,Anglican,M,6000
Wannon,Christianity,Assyrian Apostolic,F,0
Wannon,Christianity,Assyrian Apostolic,M,0
Wannon,Christianity,Baptist,F,888
Wannon,Christianity,Baptist,M,812
Wannon,Christianity,Brethren,F,83
Wannon,Christianity,Brethren,M,84
Wannon,Christianity,Catholic,F,16772
Wannon,Christianity,Catholic,M,15061
Wannon,Christianity,Churches Of Christ,F,157
Wannon,Christianity,Churches Of Christ,M,141
Wannon,Christianity,Eastern Orthodox,F,228
Wannon,Christianity,Eastern Orthodox,M,254
Wannon,Christianity,Jehovah's Witnesses,F,248
Wannon,Christianity,Jehovah's Witnesses,M,164
Wannon,Christianity,Latter Day Saints,F,54
Wannon,Christianity,Latter Day Saints,M,47
Wannon,Christianity,Lutheran,F,1133
Wannon,Christianity,Lutheran,M,960
Wannon,Christianity,Oriental Orthodox,F,25
Wannon,Christianity,Oriental Orthodox,M,27
Wannon,Christianity,Pentecostal,F,495
Wannon,Christianity,Pentecostal,M,420
Wannon,Christianity,Presbyterian Reformed,F,2888
Wannon,Christianity,Presbyterian Reformed,M,2650
Wannon,Christianity,Protestant (Other),F,113
Wannon,Christianity,Protestant (Other),M,101
Wannon,Christianity,Salvation Army,F,178
Wannon,Christianity,Salvation Army,M,100
Wannon,Christianity,Seventh Day Adventist,F,102
Wannon,Christianity,Seventh Day Adventist,M,71
Wannon,Christianity,Uniting Church,F,5027
Wannon,Christianity,Uniting Church,M,4057
Wannon,Hinduism,NA,F,232
Wannon,Hinduism,NA,M,304
Wannon,Islam,NA,F,184
Wannon,Islam,NA,M,211
Wannon,Judaism,NA,F,59
Wannon,Judaism,NA,M,58
Wannon,No religion,NA,F,32603
Wannon,No religion,NA,M,35437
Wills,(Other),NA,F,4420
Wills,(Other),NA,M,4856
Wills,(Other),(Other),F,309
Wills,(Other),(Other),M,248
Wills,(Other),Australian Aboriginal Traditional,F,9
Wills,(Other),Australian Aboriginal Traditional,M,9
Wills,(Other),Other spiritual beliefs,F,239
Wills,(Other),Other spiritual beliefs,M,106
Wills,(Other),Secular beliefs,F,390
Wills,(Other),Secular beliefs,M,473
Wills,(Other),Sikhism,F,196
Wills,(Other),Sikhism,M,240
Wills,Buddhism,NA,F,1833
Wills,Buddhism,NA,M,1387
Wills,Christianity,NA,F,1187
Wills,Christianity,NA,M,968
Wills,Christianity,(Other),F,32
Wills,Christianity,(Other),M,25
Wills,Christianity,Anglican,F,2388
Wills,Christianity,Anglican,M,1800
Wills,Christianity,Assyrian Apostolic,F,98
Wills,Christianity,Assyrian Apostolic,M,85
Wills,Christianity,Baptist,F,387
Wills,Christianity,Baptist,M,297
Wills,Christianity,Brethren,F,0
Wills,Christianity,Brethren,M,3
Wills,Christianity,Catholic,F,19938
Wills,Christianity,Catholic,M,17233
Wills,Christianity,Churches Of Christ,F,33
Wills,Christianity,Churches Of Christ,M,26
Wills,Christianity,Eastern Orthodox,F,5076
Wills,Christianity,Eastern Orthodox,M,4612
Wills,Christianity,Jehovah's Witnesses,F,172
Wills,Christianity,Jehovah's Witnesses,M,119
Wills,Christianity,Latter Day Saints,F,44
Wills,Christianity,Latter Day Saints,M,54
Wills,Christianity,Lutheran,F,127
Wills,Christianity,Lutheran,M,103
Wills,Christianity,Oriental Orthodox,F,151
Wills,Christianity,Oriental Orthodox,M,154
Wills,Christianity,Pentecostal,F,282
Wills,Christianity,Pentecostal,M,216
Wills,Christianity,Presbyterian Reformed,F,403
Wills,Christianity,Presbyterian Reformed,M,351
Wills,Christianity,Protestant (Other),F,180
Wills,Christianity,Protestant (Other),M,148
Wills,Christianity,Salvation Army,F,46
Wills,Christianity,Salvation Army,M,40
Wills,Christianity,Seventh Day Adventist,F,32
Wills,Christianity,Seventh Day Adventist,M,19
Wills,Christianity,Uniting Church,F,818
Wills,Christianity,Uniting Church,M,564
Wills,Hinduism,NA,F,2601
Wills,Hinduism,NA,M,3362
Wills,Islam,NA,F,7746
Wills,Islam,NA,M,8498
Wills,Judaism,NA,F,184
Wills,Judaism,NA,M,111
Wills,No religion,NA,F,31796
Wills,No religion,NA,M,31116
No usual address (Vic.),(Other),NA,F,1494
No usual address (Vic.),(Other),NA,M,2361
No usual address (Vic.),(Other),(Other),F,23
No usual address (Vic.),(Other),(Other),M,25
