CED_NAME21,Religion,Denomination,Sex,persons
Aston,(Other),(Other),F,507
Aston,(Other),(Other),M,396
Aston,(Other),Australian Aboriginal Traditional,F,5
Aston,(Other),Australian Aboriginal Traditional,M,0
Aston,(Other),Other spiritual beliefs,F,235
Aston,(Other),Other spiritual beliefs,M,131
Aston,(Other),Secular beliefs,F,196
Aston,(Other),Secular beliefs,M,213
Aston,(Other),Sikhism,F,493
Aston,(Other),Sikhism,M,483
Aston,Buddhism,NA,F,3735
Aston,Buddhism,NA,M,3147
Aston,Christianity,NA,F,3060
Aston,Christianity,NA,M,2581
Aston,Christianity,(Other),F,177
Aston,Christianity,(Other),M,146
Aston,Christianity,Anglican,F,5968
Aston,Christianity,Anglican,M,4717
Aston,Christianity,Assyrian Apostolic,F,9
Aston,Christianity,Assyrian Apostolic,M,12
Aston,Christianity,Baptist,F,1957
Aston,Christianity,Baptist,M,1707
Aston,Christianity,Brethren,F,92
Aston,Christianity,Brethren,M,91
Aston,Christianity,Catholic,F,15989
Aston,Christianity,Catholic,M,13963
Aston,Christianity,Churches Of Christ,F,298
Aston,Christianity,Churches Of Christ,M,253
Aston,Christianity,Eastern Orthodox,F,1931
Aston,Christianity,Eastern Orthodox,M,1927
Aston,Christianity,Jehovah's Witnesses,F,188
Aston,Christianity,Jehovah's Witnesses,M,131
Aston,Christianity,Latter Day Saints,F,290
Aston,Christianity,Latter Day Saints,M,243
Aston,Christianity,Lutheran,F,341
Aston,Christianity,Lutheran,M,263
Aston,Christianity,Oriental Orthodox,F,332
Aston,Christianity,Oriental Orthodox,M,355
Aston,Christianity,Pentecostal,F,1564
Aston,Christianity,Pentecostal,M,1344
Aston,Christianity,Presbyterian Reformed,F,1512
Aston,Christianity,Presbyterian Reformed,M,1239
Aston,Christianity,Protestant (Other),F,452
Aston,Christianity,Protestant (Other),M,385
Aston,Christianity,Salvation Army,F,179
Aston,Christianity,Salvation Army,M,131
Aston,Christianity,Seventh Day Adventist,F,213
Aston,Christianity,Seventh Day Adventist,M,212
Aston,Christianity,Uniting Church,F,2090
Aston,Christianity,Uniting Church,M,1553
Aston,Hinduism,NA,F,2805
Aston,Hinduism,NA,M,2852
Aston,Islam,NA,F,1213
Aston,Islam,NA,M,1249
Aston,Judaism,NA,F,90
Aston,Judaism,NA,M,58
Aston,No religion,NA,F,31277
Aston,No religion,NA,M,34119
Ballarat,(Other),NA,F,5225
Ballarat,(Other),NA,M,5429
Ballarat,(Other),(Other),F,376
Ballarat,(Other),(Other),M,231
Ballarat,(Other),Australian Aboriginal Traditional,F,9
Ballarat,(Other),Australian Aboriginal Traditional,M,13
Ballarat,(Other),Other spiritual beliefs,F,202
Ballarat,(Other),Other spiritual beliefs,M,109
Ballarat,(Other),Secular beliefs,F,220
Ballarat,(Other),Secular beliefs,M,254
Ballarat,(Other),Sikhism,F,318
Ballarat,(Other),Sikhism,M,340
Ballarat,Buddhism,NA,F,664
Ballarat,Buddhism,NA,M,506
Ballarat,Christianity,NA,F,1505
Ballarat,Christianity,NA,M,1319
Ballarat,Christianity,(Other),F,45
Ballarat,Christianity,(Other),M,23
Ballarat,Christianity,Anglican,F,6880
Ballarat,Christianity,Anglican,M,5499
Ballarat,Christianity,Assyrian Apostolic,F,0
Ballarat,Christianity,Assyrian Apostolic,M,0
Ballarat,Christianity,Baptist,F,638
Ballarat,Christianity,Baptist,M,558
Ballarat,Christianity,Brethren,F,119
Ballarat,Christianity,Brethren,M,121
Ballarat,Christianity,Catholic,F,16987
Ballarat,Christianity,Catholic,M,14685
Ballarat,Christianity,Churches Of Christ,F,517
Ballarat,Christianity,Churches Of Christ,M,391
Ballarat,Christianity,Eastern Orthodox,F,332
Ballarat,Christianity,Eastern Orthodox,M,362
Ballarat,Christianity,Jehovah's Witnesses,F,208
Ballarat,Christianity,Jehovah's Witnesses,M,163
Ballarat,Christianity,Latter Day Saints,F,81
Ballarat,Christianity,Latter Day Saints,M,60
Ballarat,Christianity,Lutheran,F,351
Ballarat,Christianity,Lutheran,M,292
Ballarat,Christianity,Oriental Orthodox,F,36
Ballarat,Christianity,Oriental Orthodox,M,39
Ballarat,Christianity,Pentecostal,F,510
Ballarat,Christianity,Pentecostal,M,449
Ballarat,Christianity,Presbyterian Reformed,F,1580
Ballarat,Christianity,Presbyterian Reformed,M,1308
Ballarat,Christianity,Protestant (Other),F,186
Ballarat,Christianity,Protestant (Other),M,149
Ballarat,Christianity,Salvation Army,F,170
Ballarat,Christianity,Salvation Army,M,117
Ballarat,Christianity,Seventh Day Adventist,F,142
Ballarat,Christianity,Seventh Day Adventist,M,112
Ballarat,Christianity,Uniting Church,F,3994
Ballarat,Christianity,Uniting Church,M,2895
Ballarat,Hinduism,NA,F,623
Ballarat,Hinduism,NA,M,770
Ballarat,Islam,NA,F,374
Ballarat,Islam,NA,M,461
Ballarat,Judaism,NA,F,42
Ballarat,Judaism,NA,M,45
Ballarat,No religion,NA,F,35724
Ballarat,No religion,NA,M,37479
Bendigo,(Other),NA,F,5664
Bendigo,(Other),NA,M,6278
Bendigo,(Other),(Other),F,329
Bendigo,(Other),(Other),M,191
Bendigo,(Other),Australian Aboriginal Traditional,F,10
Bendigo,(Other),Australian Aboriginal Traditional,M,16
Bendigo,(Other),Other spiritual beliefs,F,181
Bendigo,(Other),Other spiritual beliefs,M,96
Bendigo,(Other),Secular beliefs,F,223
Bendigo,(Other),Secular beliefs,M,276
Bendigo,(Other),Sikhism,F,194
Bendigo,(Other),Sikhism,M,237
Bendigo,Buddhism,NA,F,971
Bendigo,Buddhism,NA,M,775
Bendigo,Christianity,NA,F,1694
Bendigo,Christianity,NA,M,1382
Bendigo,Christianity,(Other),F,28
Bendigo,Christianity,(Other),M,28
Bendigo,Christianity,Anglican,F,8030
Bendigo,Christianity,Anglican,M,6345
Bendigo,Christianity,Assyrian Apostolic,F,0
Bendigo,Christianity,Assyrian Apostolic,M,0
Bendigo,Christianity,Baptist,F,1640
Bendigo,Christianity,Baptist,M,1400
Bendigo,Christianity,Brethren,F,199
Bendigo,Christianity,Brethren,M,210
Bendigo,Christianity,Catholic,F,14372
Bendigo,Christianity,Catholic,M,12590
Bendigo,Christianity,Churches Of Christ,F,133
Bendigo,Christianity,Churches Of Christ,M,106
Bendigo,Christianity,Eastern Orthodox,F,249
Bendigo,Christianity,Eastern Orthodox,M,298
Bendigo,Christianity,Jehovah's Witnesses,F,159
Bendigo,Christianity,Jehovah's Witnesses,M,136
Bendigo,Christianity,Latter Day Saints,F,101
Bendigo,Christianity,Latter Day Saints,M,85
Bendigo,Christianity,Lutheran,F,248
Bendigo,Christianity,Lutheran,M,195
Bendigo,Christianity,Oriental Orthodox,F,54
Bendigo,Christianity,Oriental Orthodox,M,63
Bendigo,Christianity,Pentecostal,F,769
Bendigo,Christianity,Pentecostal,M,629
Bendigo,Christianity,Presbyterian Reformed,F,1273
Bendigo,Christianity,Presbyterian Reformed,M,1083
Bendigo,Christianity,Protestant (Other),F,164
Bendigo,Christianity,Protestant (Other),M,130
Bendigo,Christianity,Salvation Army,F,139
Bendigo,Christianity,Salvation Army,M,88
Bendigo,Christianity,Seventh Day Adventist,F,160
Bendigo,Christianity,Seventh Day Adventist,M,157
Bendigo,Christianity,Uniting Church,F,4088
Bendigo,Christianity,Uniting Church,M,3026
Bendigo,Hinduism,NA,F,421
Bendigo,Hinduism,NA,M,477
Bendigo,Islam,NA,F,381
Bendigo,Islam,NA,M,424
Bendigo,Judaism,NA,F,69
Bendigo,Judaism,NA,M,46
Bendigo,No religion,NA,F,36344
Bendigo,No religion,NA,M,37505
Bruce,(Other),NA,F,5764
Bruce,(Other),NA,M,6529
Bruce,(Other),(Other),F,495
Bruce,(Other),(Other),M,457
Bruce,(Other),Australian Aboriginal Traditional,F,5
Bruce,(Other),Australian Aboriginal Traditional,M,7
Bruce,(Other),Other spiritual beliefs,F,132
Bruce,(Other),Other spiritual beliefs,M,92
Bruce,(Other),Secular beliefs,F,113
Bruce,(Other),Secular beliefs,M,179
Bruce,(Other),Sikhism,F,1527
Bruce,(Other),Sikhism,M,1722
Bruce,Buddhism,NA,F,4993
Bruce,Buddhism,NA,M,4443
Bruce,Christianity,NA,F,3337
Bruce,Christianity,NA,M,3160
Bruce,Christianity,(Other),F,54
Bruce,Christianity,(Other),M,55
Bruce,Christianity,Anglican,F,4279
Bruce,Christianity,Anglican,M,3461
Bruce,Christianity,Assyrian Apostolic,F,11
Bruce,Christianity,Assyrian Apostolic,M,16
Bruce,Christianity,Baptist,F,1405
Bruce,Christianity,Baptist,M,1225
Bruce,Christianity,Brethren,F,32
Bruce,Christianity,Brethren,M,31
Bruce,Christianity,Catholic,F,19071
Bruce,Christianity,Catholic,M,17652
Bruce,Christianity,Churches Of Christ,F,144
Bruce,Christianity,Churches Of Christ,M,99
Bruce,Christianity,Eastern Orthodox,F,4460
Bruce,Christianity,Eastern Orthodox,M,4341
Bruce,Christianity,Jehovah's Witnesses,F,311
Bruce,Christianity,Jehovah's Witnesses,M,229
Bruce,Christianity,Latter Day Saints,F,281
Bruce,Christianity,Latter Day Saints,M,267
Bruce,Christianity,Lutheran,F,181
Bruce,Christianity,Lutheran,M,145
Bruce,Christianity,Oriental Orthodox,F,646
Bruce,Christianity,Oriental Orthodox,M,631
Bruce,Christianity,Pentecostal,F,1474
Bruce,Christianity,Pentecostal,M,1346
Bruce,Christianity,Presbyterian Reformed,F,1145
Bruce,Christianity,Presbyterian Reformed,M,968
Bruce,Christianity,Protestant (Other),F,405
Bruce,Christianity,Protestant (Other),M,375
Bruce,Christianity,Salvation Army,F,121
Bruce,Christianity,Salvation Army,M,85
Bruce,Christianity,Seventh Day Adventist,F,360
Bruce,Christianity,Seventh Day Adventist,M,297
Bruce,Christianity,Uniting Church,F,1436
Bruce,Christianity,Uniting Church,M,1060
Bruce,Hinduism,NA,F,3898
Bruce,Hinduism,NA,M,4511
Bruce,Islam,NA,F,11564
Bruce,Islam,NA,M,13219
Bruce,Judaism,NA,F,81
Bruce,Judaism,NA,M,90
Bruce,No religion,NA,F,21060
Bruce,No religion,NA,M,23647
Calwell,(Other),NA,F,6021
Calwell,(Other),NA,M,6632
Calwell,(Other),(Other),F,271
Calwell,(Other),(Other),M,254
Calwell,(Other),Australian Aboriginal Traditional,F,0
Calwell,(Other),Australian Aboriginal Traditional,M,4
Calwell,(Other),Other spiritual beliefs,F,86
Calwell,(Other),Other spiritual beliefs,M,71
Calwell,(Other),Secular beliefs,F,89
Calwell,(Other),Secular beliefs,M,124
Calwell,(Other),Sikhism,F,4912
Calwell,(Other),Sikhism,M,5657
Calwell,Buddhism,NA,F,2758
Calwell,Buddhism,NA,M,2461
Calwell,Christianity,NA,F,2886
Calwell,Christianity,NA,M,2783
Calwell,Christianity,(Other),F,39
Calwell,Christianity,(Other),M,29
Calwell,Christianity,Anglican,F,2411
Calwell,Christianity,Anglican,M,1886
Calwell,Christianity,Assyrian Apostolic,F,1399
Calwell,Christianity,Assyrian Apostolic,M,1366
Calwell,Christianity,Baptist,F,398
Calwell,Christianity,Baptist,M,385
Calwell,Christianity,Brethren,F,0
Calwell,Christianity,Brethren,M,4
Calwell,Christianity,Catholic,F,25774
Calwell,Christianity,Catholic,M,24363
Calwell,Christianity,Churches Of Christ,F,57
Calwell,Christianity,Churches Of Christ,M,47
Calwell,Christianity,Eastern Orthodox,F,2885
Calwell,Christianity,Eastern Orthodox,M,2851
Calwell,Christianity,Jehovah's Witnesses,F,255
Calwell,Christianity,Jehovah's Witnesses,M,243
Calwell,Christianity,Latter Day Saints,F,406
Calwell,Christianity,Latter Day Saints,M,355
Calwell,Christianity,Lutheran,F,81
Calwell,Christianity,Lutheran,M,50
Calwell,Christianity,Oriental Orthodox,F,711
Calwell,Christianity,Oriental Orthodox,M,677
Calwell,Christianity,Pentecostal,F,651
Calwell,Christianity,Pentecostal,M,580
Calwell,Christianity,Presbyterian Reformed,F,536
Calwell,Christianity,Presbyterian Reformed,M,477
Calwell,Christianity,Protestant (Other),F,342
Calwell,Christianity,Protestant (Other),M,292
Calwell,Christianity,Salvation Army,F,86
Calwell,Christianity,Salvation Army,M,80
Calwell,Christianity,Seventh Day Adventist,F,126
Calwell,Christianity,Seventh Day Adventist,M,121
Calwell,Christianity,Uniting Church,F,776
Calwell,Christianity,Uniting Church,M,624
Calwell,Hinduism,NA,F,5240
Calwell,Hinduism,NA,M,5797
Calwell,Islam,NA,F,22265
Calwell,Islam,NA,M,22675
Calwell,Judaism,NA,F,23
Calwell,Judaism,NA,M,14
Calwell,No religion,NA,F,12255
Calwell,No religion,NA,M,13860
Casey,(Other),NA,F,4243
Casey,(Other),NA,M,4818
Casey,(Other),(Other),F,440
Casey,(Other),(Other),M,276
Casey,(Other),Australian Aboriginal Traditional,F,6
Casey,(Other),Australian Aboriginal Traditional,M,8
Casey,(Other),Other spiritual beliefs,F,270
Casey,(Other),Other spiritual beliefs,M,138
Casey,(Other),Secular beliefs,F,236
Casey,(Other),Secular beliefs,M,341
Casey,(Other),Sikhism,F,134
Casey,(Other),Sikhism,M,135
Casey,Buddhism,NA,F,956
Casey,Buddhism,NA,M,617
Casey,Christianity,NA,F,3083
Casey,Christianity,NA,M,2736
Casey,Christianity,(Other),F,182
Casey,Christianity,(Other),M,154
Casey,Christianity,Anglican,F,6894
Casey,Christianity,Anglican,M,5350
Casey,Christianity,Assyrian Apostolic,F,0
Casey,Christianity,Assyrian Apostolic,M,0
Casey,Christianity,Baptist,F,1991
Casey,Christianity,Baptist,M,1862
Casey,Christianity,Brethren,F,120
Casey,Christianity,Brethren,M,118
Casey,Christianity,Catholic,F,12724
Casey,Christianity,Catholic,M,11208
Casey,Christianity,Churches Of Christ,F,436
Casey,Christianity,Churches Of Christ,M,362
Casey,Christianity,Eastern Orthodox,F,608
Casey,Christianity,Eastern Orthodox,M,604
Casey,Christianity,Jehovah's Witnesses,F,248
Casey,Christianity,Jehovah's Witnesses,M,215
Casey,Christianity,Latter Day Saints,F,134
Casey,Christianity,Latter Day Saints,M,130
Casey,Christianity,Lutheran,F,360
Casey,Christianity,Lutheran,M,281
Casey,Christianity,Oriental Orthodox,F,46
Casey,Christianity,Oriental Orthodox,M,29
Casey,Christianity,Pentecostal,F,815
Casey,Christianity,Pentecostal,M,684
Casey,Christianity,Presbyterian Reformed,F,1287
Casey,Christianity,Presbyterian Reformed,M,1094
Casey,Christianity,Protestant (Other),F,323
Casey,Christianity,Protestant (Other),M,280
Casey,Christianity,Salvation Army,F,138
Casey,Christianity,Salvation Army,M,120
Casey,Christianity,Seventh Day Adventist,F,495
Casey,Christianity,Seventh Day Adventist,M,440
Casey,Christianity,Uniting Church,F,2277
Casey,Christianity,Uniting Church,M,1622
Casey,Hinduism,NA,F,389
Casey,Hinduism,NA,M,400
Casey,Islam,NA,F,192
Casey,Islam,NA,M,222
Casey,Judaism,NA,F,111
Casey,Judaism,NA,M,103
Casey,No religion,NA,F,40392
Casey,No religion,NA,M,43550
Chisholm,(Other),NA,F,4934
Chisholm,(Other),NA,M,5329
Chisholm,(Other),(Other),F,520
Chisholm,(Other),(Other),M,459
Chisholm,(Other),Australian Aboriginal Traditional,F,0
Chisholm,(Other),Australian Aboriginal Traditional,M,0
Chisholm,(Other),Other spiritual beliefs,F,143
Chisholm,(Other),Other spiritual beliefs,M,99
Chisholm,(Other),Secular beliefs,F,197
Chisholm,(Other),Secular beliefs,M,286
Chisholm,(Other),Sikhism,F,625
Chisholm,(Other),Sikhism,M,673
Chisholm,Buddhism,NA,F,7275
Chisholm,Buddhism,NA,M,6530
Chisholm,Christianity,NA,F,2830
Chisholm,Christianity,NA,M,2275
Chisholm,Christianity,(Other),F,79
Chisholm,Christianity,(Other),M,62
Chisholm,Christianity,Anglican,F,5081
Chisholm,Christianity,Anglican,M,3936
Chisholm,Christianity,Assyrian Apostolic,F,18
Chisholm,Christianity,Assyrian Apostolic,M,10
Chisholm,Christianity,Baptist,F,2199
Chisholm,Christianity,Baptist,M,1770
Chisholm,Christianity,Brethren,F,8
Chisholm,Christianity,Brethren,M,9
Chisholm,Christianity,Catholic,F,15221
Chisholm,Christianity,Catholic,M,13324
Chisholm,Christianity,Churches Of Christ,F,243
Chisholm,Christianity,Churches Of Christ,M,188
Chisholm,Christianity,Eastern Orthodox,F,4804
Chisholm,Christianity,Eastern Orthodox,M,4361
Chisholm,Christianity,Jehovah's Witnesses,F,128
Chisholm,Christianity,Jehovah's Witnesses,M,85
Chisholm,Christianity,Latter Day Saints,F,110
Chisholm,Christianity,Latter Day Saints,M,81
Chisholm,Christianity,Lutheran,F,273
Chisholm,Christianity,Lutheran,M,236
Chisholm,Christianity,Oriental Orthodox,F,413
Chisholm,Christianity,Oriental Orthodox,M,366
Chisholm,Christianity,Pentecostal,F,847
Chisholm,Christianity,Pentecostal,M,705
Chisholm,Christianity,Presbyterian Reformed,F,1376
Chisholm,Christianity,Presbyterian Reformed,M,1080
Chisholm,Christianity,Protestant (Other),F,500
Chisholm,Christianity,Protestant (Other),M,450
Chisholm,Christianity,Salvation Army,F,187
Chisholm,Christianity,Salvation Army,M,103
Chisholm,Christianity,Seventh Day Adventist,F,121
Chisholm,Christianity,Seventh Day Adventist,M,106
Chisholm,Christianity,Uniting Church,F,2825
Chisholm,Christianity,Uniting Church,M,1970
Chisholm,Hinduism,NA,F,5588
Chisholm,Hinduism,NA,M,6228
Chisholm,Islam,NA,F,1876
Chisholm,Islam,NA,M,2258
Chisholm,Judaism,NA,F,244
Chisholm,Judaism,NA,M,232
Chisholm,No religion,NA,F,34883
Chisholm,No religion,NA,M,36879
Cooper,(Other),NA,F,4450
Cooper,(Other),NA,M,4806
Cooper,(Other),(Other),F,323
Cooper,(Other),(Other),M,269
Cooper,(Other),Australian Aboriginal Traditional,F,10
Cooper,(Other),Australian Aboriginal Traditional,M,11
Cooper,(Other),Other spiritual beliefs,F,254
Cooper,(Other),Other spiritual beliefs,M,144
Cooper,(Other),Secular beliefs,F,416
Cooper,(Other),Secular beliefs,M,455
Cooper,(Other),Sikhism,F,280
Cooper,(Other),Sikhism,M,360
Cooper,Buddhism,NA,F,2347
Cooper,Buddhism,NA,M,1698
Cooper,Christianity,NA,F,1591
Cooper,Christianity,NA,M,1324
Cooper,Christianity,(Other),F,30
Cooper,Christianity,(Other),M,32
Cooper,Christianity,Anglican,F,2426
Cooper,Christianity,Anglican,M,1933
Cooper,Christianity,Assyrian Apostolic,F,34
Cooper,Christianity,Assyrian Apostolic,M,20
Cooper,Christianity,Baptist,F,387
Cooper,Christianity,Baptist,M,314
Cooper,Christianity,Brethren,F,6
Cooper,Christianity,Brethren,M,3
Cooper,Christianity,Catholic,F,17695
Cooper,Christianity,Catholic,M,15442
Cooper,Christianity,Churches Of Christ,F,67
Cooper,Christianity,Churches Of Christ,M,48
Cooper,Christianity,Eastern Orthodox,F,7190
Cooper,Christianity,Eastern Orthodox,M,6693
Cooper,Christianity,Jehovah's Witnesses,F,221
Cooper,Christianity,Jehovah's Witnesses,M,139
Cooper,Christianity,Latter Day Saints,F,32
Cooper,Christianity,Latter Day Saints,M,31
Cooper,Christianity,Lutheran,F,126
Cooper,Christianity,Lutheran,M,102
Cooper,Christianity,Oriental Orthodox,F,134
Cooper,Christianity,Oriental Orthodox,M,111
Cooper,Christianity,Pentecostal,F,272
Cooper,Christianity,Pentecostal,M,228
Cooper,Christianity,Presbyterian Reformed,F,518
Cooper,Christianity,Presbyterian Reformed,M,420
Cooper,Christianity,Protestant (Other),F,167
Cooper,Christianity,Protestant (Other),M,125
Cooper,Christianity,Salvation Army,F,80
Cooper,Christianity,Salvation Army,M,54
Cooper,Christianity,Seventh Day Adventist,F,41
Cooper,Christianity,Seventh Day Adventist,M,34
Cooper,Christianity,Uniting Church,F,846
Cooper,Christianity,Uniting Church,M,565
Cooper,Hinduism,NA,F,1628
Cooper,Hinduism,NA,M,2223
Cooper,Islam,NA,F,3055
Cooper,Islam,NA,M,3364
Cooper,Judaism,NA,F,225
Cooper,Judaism,NA,M,163
Cooper,No religion,NA,F,35433
Cooper,No religion,NA,M,34884
Corangamite,(Other),NA,F,4777
Corangamite,(Other),NA,M,4746
Corangamite,(Other),(Other),F,202
Corangamite,(Other),(Other),M,141
Corangamite,(Other),Australian Aboriginal Traditional,F,0
Corangamite,(Other),Australian Aboriginal Traditional,M,3
Corangamite,(Other),Other spiritual beliefs,F,216
Corangamite,(Other),Other spiritual beliefs,M,78
Corangamite,(Other),Secular beliefs,F,192
Corangamite,(Other),Secular beliefs,M,259
Corangamite,(Other),Sikhism,F,310
Corangamite,(Other),Sikhism,M,366
Corangamite,Buddhism,NA,F,692
Corangamite,Buddhism,NA,M,495
Corangamite,Christianity,NA,F,1835
Corangamite,Christianity,NA,M,1514
Corangamite,Christianity,(Other),F,52
Corangamite,Christianity,(Other),M,34
Corangamite,Christianity,Anglican,F,7616
Corangamite,Christianity,Anglican,M,5982
Corangamite,Christianity,Assyrian Apostolic,F,0
Corangamite,Christianity,Assyrian Apostolic,M,0
Corangamite,Christianity,Baptist,F,1373
Corangamite,Christianity,Baptist,M,1172
Corangamite,Christianity,Brethren,F,7
Corangamite,Christianity,Brethren,M,5
Corangamite,Christianity,Catholic,F,17067
